"","Reviews","Language","Language_score","Sentiment","Mixed","Negative","Neutral","Positive"
"85","Of course, of course, the mommy fell pretty quickly about where he made a mistake after 30 years, he hid the letters in a pretty root way compared to that. And what God suddenly became enlightened.:) And the objects of real love are all loozer poor guys.Unfortunately, even in this, the film is false, that while it suggests that either good material conditions or dirty workers are part of you, and true love, in which it even holds parables to make fun of a banal nonsense that true love brings the ensemble of peaceful Death.Compared to this, Orpheus and Euridice, and Tristan and Isolde and Romeo and Juliet are a neorealist drama. It's a true sin to mention them on the same page with this stringy kitsch.
Some consider Titanic to be an emotional kitsch, while it is a thousand times sentimental and unimaginative and unimaginative film with zero originality.Only on the basis of the principle of tears of those who are not bored with this cliche chewed down a thousand times.","en",0.991899907588959,"MIXED",0.57155,0.35328,0.02483,0.05034
"86","I agree very weak film, the sad thing is that so many people are buyers for a pretentious kitsch.","en",0.991324841976166,"NEGATIVE",0.15446,0.83211,0.00906,0.00436
"87","Thank you for taking the time and reading my comments.:) 
I have not reacted now I see...: unfortunately, Mel Gibson was left out of this film, but just to make a more current “macho” the main character... there is nothing wrong with that.","en",0.995497584342957,"MIXED",0.69895,0.01371,0.00899,0.27834
"88","Siddy Noah is really a good performance. (Especially compared to the others... bocs.:D)
Thank you, I see, I saw the movie. It's a great scene, indeed, but it's completely unnecessary.","en",0.992342174053192,"POSITIVE",0.44257,0.00101,0.00083,0.55559
"89","I didn't say I didn't understand. It's a nice movie, so I gave you 7 points.
Pleasant, lukewarm kind of a typical one-time viewer. Twice viewers are long and boring. I don't like the fact that they're trying to squeeze everything into a movie... as you dissect it below about true love. I was forced by this emotional blackmail in the whole movie just to make the audience cry... unnecessary. A really good movie makes me cry without such pretentiousness. You could have missed the last five minutes... then maybe I'd give you eight points.
I have just watched Anna and Kdirection (in the category of more enjoyable romantic films), but my favorite is Captain Corelli's madolin.","en",0.994966566562653,"NEGATIVE",0.38954,0.5587,0.00225,0.04951
"90","You looked at that very wrong, or you didn't listen to what Mama said. That's why he took her to show her the job and told her about her current life, her father and herself, crying with repressed sentences, because she regretted that she did not choose the “dirty job”, i.e. true love... which is why she returned the letters to her daughter!!
Otherwise, why would he do that if he wanted to separate them...?","en",0.998080790042877,"NEGATIVE",0.00174,0.8678,0.12668,0.00378
"91","It's a beautiful movie. Anyone who doesn't understand is either under the age of 10 or has no emotional intelligence. The characters are very good, and the old lady is too!!
SPOILER PLACE
It is disappointing that RTL cut off the end, of course it was nicer, but the point on I is really what I read here is that by morning they are both dead in bed! Why we could not see this yesterday??!!
It's a great movie!","en",0.996139228343964,"MIXED",0.87672,0.0023,8e-05,0.12091
"92","It's really a rare good movie and the characters are fantastic. But the commercials are killing me... there's more and more commercials.It's disgusting.","en",0.994296729564667,"MIXED",0.98614,0.01232,0.00012,0.00142
"93","Hey, listen. The guy basically knew the girl and knew she wasn't telling the truth, he knew she'd come back to him because he knew all his flutter. There is such a thing, believe me. They fought all the time in the story, but they loved each other enough that there would be no flapping. The girl is a hysterical, spoiled lady, and the guy is a calm, country guy who had a very high intelligence and I would like to mention her father, who is a wonderful detail of the film, many people do not notice.:) So it's a good movie, romantic, but lively. My father was the same. She didn't move from my mother's side in the worst trouble, she helped her as much as she could, even though she wasn't good with her whole life... So there are miracles and stuff.","en",0.997592568397522,"POSITIVE",0.00478,0.02353,0.13738,0.83432
"94","This is the second time I've watched it to find out why so many people think this movie is so wonderful...But unfortunately, I still haven't figured it out. The story is stencil, the characters are correct, but that's it. The old lady plays particularly bad. SPOILER's story about the old love of the rich mother is completely unnecessary and stupid in the film. I don't understand it, there's 200 other things you can rightfully adore than this movie...","en",0.99523252248764,"NEGATIVE",0.02789,0.97012,0.00071,0.00128
"95","I've seen this movie a lot of times. Twice a year, souls have to cry myself well. In the end, the words and the film are important for me, and the strength and purity and depth of love are touching. This kind of love may not exist, but I think it's every girl's dream. I never saw my partner (man) with tears in my eyes (in 3 years), but last night, when Allie knew herself, I saw that teardrop ran out... it was a fantastic breakthrough for me, that she gave the film to everyone; the perseverance, love, love and everything. It's a problem when we're young, if we're older.","en",0.995372951030731,"POSITIVE",0.01116,0.00218,0.00301,0.98365
"96","You put it delicately, I wonder why you had to save money on that one important minute.
It is rude, it is fortunate that I was able to look at it in good quality:)
It is a pity that they can do everything with impunity: (","en",0.99707418680191,"MIXED",0.6285,0.357,0.00305,0.01144
"97","Hahah, I could take XD
Anyway, I think it's a nice movie. I saw it a few years ago. It was good to see it I'm not comfortable with the end either. That's really cheesy.","en",0.995604574680328,"MIXED",0.89326,0.0279,0.0026,0.07624
"98","It was a pretty good movie with a boy's eye. Let's say I cry sooner on a good trick in an Alien vs Predator film, but I admit that he's in a prominent position in his style. Little girl's cute bar... When they met again and asked if you loved your fiancé and said yes, I love him very, madly. I would have put a shovel in the girl's hand with the note that you're out of the world, you're the weakest link. Goodbye. lol.","en",0.996075510978699,"POSITIVE",0.01537,0.00316,0.00898,0.97249
"99","Oh, my God, how many movies he's been in, trying to separate the lovers by hiding the letters.But this nice little mama in the end, of course, was wearing the same shoes and took her daughter to a dirty workplace where she scares her child with a bum worker who was once her big He had a love.That a crate that does not obey.Unconscious, dastrous, crappy.","en",0.997229814529419,"NEGATIVE",0.01692,0.94365,0.02747,0.01196
